signal_id,timestamp,symbol,side,action,order_type,size,price,limit_price,stop_price,reason,indicator_values,market_data,strategy_state,order_id,notes
SIG_20221028_163000_436,2022-10-28 16:30:00,AAPL,BUY,ENTRY,MARKET,100,155.74,,,"EMA crossover: Fast(147.56) > Slow(147.55), RSI=59.5","{""ema_12"": 147.55840673639062, ""ema_26"": 147.54511463125667, ""rsi_14"": 59.54365411103034}","{""open"": 148.2, ""high"": 157.5, ""low"": 147.82, ""close"": 155.74, ""volume"": 164762371.0}",{},,
SIG_20221101_163000_437,2022-11-01 16:30:00,AAPL,SELL,EXIT,MARKET,100,150.65,,,Stop loss triggered,"{""ema_12"": 148.78666991185364, ""ema_26"": 148.17256055491825, ""rsi_14"": 52.93645675183737}","{""open"": 155.08, ""high"": 155.45, ""low"": 149.13, ""close"": 150.65, ""volume"": 80379345.0}",{},,
SIG_20221102_163000_438,2022-11-02 16:30:00,AAPL,BUY,ENTRY,MARKET,100,145.03,,,"EMA crossover: Fast(148.21) > Slow(147.94), RSI=46.6","{""ema_12"": 148.2087206946454, ""ema_26"": 147.93977829159098, ""rsi_14"": 46.576802783592925}","{""open"": 148.945, ""high"": 152.17, ""low"": 145.0, ""close"": 145.03, ""volume"": 93604623.0}",{},,
SIG_20221103_163000_439,2022-11-03 16:30:00,AAPL,SELL,EXIT,MARKET,100,138.88,,,Exit condition met,"{""ema_12"": 146.77353289546917, ""ema_26"": 147.26868360332497, ""rsi_14"": 40.80029452052226}","{""open"": 142.06, ""high"": 142.8, ""low"": 138.75, ""close"": 138.88, ""volume"": 97918516.0}",{},,
SIG_20221117_173000_440,2022-11-17 17:30:00,AAPL,BUY,ENTRY,MARKET,100,150.72,,,"EMA crossover: Fast(146.76) > Slow(146.40), RSI=55.3","{""ema_12"": 146.75633822306958, ""ema_26"": 146.39839866241968, ""rsi_14"": 55.281022081643314}","{""open"": 146.43, ""high"": 151.48, ""low"": 146.15, ""close"": 150.72, ""volume"": 80389400.0}",{},,
SIG_20221128_173000_441,2022-11-28 17:30:00,AAPL,SELL,EXIT,MARKET,100,144.22,,,Stop loss triggered,"{""ema_12"": 147.73800813307497, ""ema_26"": 147.20782358137572, ""rsi_14"": 45.96435918718635}","{""open"": 145.14, ""high"": 146.64, ""low"": 143.38, ""close"": 144.22, ""volume"": 69346522.0}",{},,
SIG_20221130_173000_442,2022-11-30 17:30:00,AAPL,BUY,ENTRY,MARKET,100,148.03,,,"EMA crossover: Fast(146.93) > Slow(146.85), RSI=51.4","{""ema_12"": 146.9279229828525, ""ema_26"": 146.8546086945951, ""rsi_14"": 51.41343001885882}","{""open"": 141.395, ""high"": 148.72, ""low"": 140.55, ""close"": 148.03, ""volume"": 111380880.0}",{},,
SIG_20221206_173000_443,2022-12-06 17:30:00,AAPL,SELL,EXIT,MARKET,100,142.91,,,Exit condition met,"{""ema_12"": 146.49697420930443, ""ema_26"": 146.69326431593763, ""rsi_14"": 44.65198861222188}","{""open"": 147.075, ""high"": 147.3, ""low"": 141.92, ""close"": 142.91, ""volume"": 64727186.0}",{},,
SIG_20230124_173000_444,2023-01-24 17:30:00,AAPL,BUY,ENTRY,MARKET,100,142.53,,,"EMA crossover: Fast(136.13) > Slow(135.57), RSI=63.9","{""ema_12"": 136.13462881768834, ""ema_26"": 135.57216235883112, ""rsi_14"": 63.876998196408486}","{""open"": 140.305, ""high"": 143.16, ""low"": 140.3, ""close"": 142.53, ""volume"": 66435142.0}",{},,
SIG_20230202_173000_445,2023-02-02 17:30:00,AAPL,SELL,EXIT,MARKET,100,150.82,,,Take profit triggered,"{""ema_12"": 142.7601595768681, ""ema_26"": 139.64848889669202, ""rsi_14"": 70.77460407174766}","{""open"": 148.9, ""high"": 151.18, ""low"": 148.17, ""close"": 150.82, ""volume"": 118338980.0}",{},,
SIG_20230206_173000_446,2023-02-06 17:30:00,AAPL,BUY,ENTRY,MARKET,100,151.73,,,"EMA crossover: Fast(145.67) > Slow(141.56), RSI=67.7","{""ema_12"": 145.66839827692922, ""ema_26"": 141.56203780580591, ""rsi_14"": 67.70450313815816}","{""open"": 152.575, ""high"": 153.1, ""low"": 150.78, ""close"": 151.73, ""volume"": 69858306.0}",{},,
SIG_20230221_173000_447,2023-02-21 17:30:00,AAPL,SELL,EXIT,MARKET,100,148.48,,,Stop loss triggered,"{""ema_12"": 151.03314348582802, ""ema_26"": 147.40513802479876, ""rsi_14"": 52.35128201554913}","{""open"": 150.2, ""high"": 151.3, ""low"": 148.405, ""close"": 148.48, ""volume"": 58867230.0}",{},,
SIG_20230222_173000_448,2023-02-22 17:30:00,AAPL,BUY,ENTRY,MARKET,100,148.91,,,"EMA crossover: Fast(150.71) > Slow(147.52), RSI=53.1","{""ema_12"": 150.70650602646987, ""ema_26"": 147.51660928222108, ""rsi_14"": 53.09148492976805}","{""open"": 148.87, ""high"": 149.95, ""low"": 147.16, ""close"": 148.91, ""volume"": 51011305.0}",{},,
