signal_id,timestamp,symbol,side,action,order_type,size,price,limit_price,stop_price,reason,indicator_values,market_data,strategy_state,order_id,notes
SIG_20140221_173000_35,2014-02-21 17:30:00,AAPL,SELL,EXIT,MARKET,5075,18.75891,,,"EMA(12) crosses below EMA(26), Stop Loss: -2.0%","{""ema_12"": 18.990503935126473, ""ema_26"": 19.00807345429753, ""rsi_14"": 45.398392616288675}","{""open"": 19.028292, ""high"": 19.091767, ""low"": 18.735696, ""close"": 18.75891, ""volume"": 279029264.0}",{},,
SIG_20140311_163000_36,2014-03-11 16:30:00,AAPL,BUY,ENTRY,MARKET,4979,19.146052,,,"EMA Crossover: EMA(12)=18.95 > EMA(26)=18.95, RSI=55.12","{""ema_12"": 18.94836320215099, ""ema_26"": 18.94577171942254, ""rsi_14"": 55.12343616695742}","{""open"": 19.123195, ""high"": 19.240695, ""low"": 19.021052, ""close"": 19.146052, ""volume"": 280795676.0}",{},,
SIG_20140314_163000_37,2014-03-14 16:30:00,AAPL,SELL,EXIT,MARKET,4979,18.73891,,,"EMA(12) crosses below EMA(26), Stop Loss: -2.0%","{""ema_12"": 18.940403901712774, ""ema_26"": 18.944758387744614, ""rsi_14"": 44.63919408362405}","{""open"": 18.885338, ""high"": 18.960338, ""low"": 18.678553, ""close"": 18.73891, ""volume"": 237198204.0}",{},,
SIG_20140321_163000_38,2014-03-21 16:30:00,AAPL,BUY,ENTRY,MARKET,4907,19.031052,,,"EMA Crossover: EMA(12)=18.94 > EMA(26)=18.94, RSI=52.48","{""ema_12"": 18.94385306943773, ""ema_26"": 18.943448825877994, ""rsi_14"": 52.481066098433224}","{""open"": 18.997481, ""high"": 19.062481, ""low"": 18.797481, ""close"": 19.031052, ""volume"": 374449048.0}",{},,
SIG_20140408_163000_39,2014-04-08 16:30:00,AAPL,SELL,EXIT,MARKET,4907,18.694267,,,EMA(12) crosses below EMA(26),"{""ema_12"": 19.035295213169448, ""ema_26"": 19.04331153461642, ""rsi_14"": 39.957417733067125}","{""open"": 18.756767, ""high"": 18.789981, ""low"": 18.524985, ""close"": 18.694267, ""volume"": 243887772.0}",{},,
SIG_20141008_163000_40,2014-10-08 16:30:00,AAPL,BUY,ENTRY,MARKET,3644,25.2,,,"EMA Crossover: EMA(12)=25.02 > EMA(26)=25.01, RSI=52.88","{""ema_12"": 25.01584581575701, ""ema_26"": 25.01330858092332, ""rsi_14"": 52.87973496924837}","{""open"": 24.69, ""high"": 25.2775, ""low"": 24.5775, ""close"": 25.2, ""volume"": 229618696.0}",{},,
SIG_20141014_163000_41,2014-10-14 16:30:00,AAPL,SELL,EXIT,MARKET,3644,24.6875,,,"EMA(12) crosses below EMA(26), Stop Loss: -2.0%","{""ema_12"": 24.99773199777663, ""ema_26"": 25.009960728327645, ""rsi_14"": 44.75795063191807}","{""open"": 25.0975, ""high"": 25.13, ""low"": 24.6425, ""close"": 24.6875, ""volume"": 254754248.0}",{},,
SIG_20141022_163000_42,2014-10-22 16:30:00,AAPL,BUY,ENTRY,MARKET,3497,25.7475,,,"EMA Crossover: EMA(12)=25.02 > EMA(26)=24.98, RSI=60.23","{""ema_12"": 25.01887302785612, ""ema_26"": 24.98402510186901, ""rsi_14"": 60.2340613198024}","{""open"": 25.71, ""high"": 26.0275, ""low"": 25.65, ""close"": 25.7475, ""volume"": 273052584.0}",{},,
SIG_20141103_173000_43,2014-11-03 17:30:00,AAPL,SELL,EXIT,MARKET,3497,27.35,,,Take Profit: +5.0%,"{""ema_12"": 26.3396116985305, ""ema_26"": 25.790591230501892, ""rsi_14"": 73.22777371009633}","{""open"": 27.055, ""high"": 27.575, ""low"": 27.0025, ""close"": 27.35, ""volume"": 209130200.0}",{},,
SIG_20141226_173000_44,2014-12-26 17:30:00,AAPL,BUY,ENTRY,MARKET,3347,28.4975,,,"EMA Crossover: EMA(12)=28.06 > EMA(26)=28.02, RSI=55.54","{""ema_12"": 28.056390306819104, ""ema_26"": 28.020496074818993, ""rsi_14"": 55.54020103659939}","{""open"": 28.025, ""high"": 28.63, ""low"": 28.0025, ""close"": 28.4975, ""volume"": 134883804.0}",{},,
SIG_20141231_173000_45,2014-12-31 17:30:00,AAPL,SELL,EXIT,MARKET,3347,27.595,,,Stop Loss: -2.0%,"{""ema_12"": 28.041374828573613, ""ema_26"": 28.025511160343786, ""rsi_14"": 45.16495898609579}","{""open"": 28.205, ""high"": 28.2825, ""low"": 27.5525, ""close"": 27.595, ""volume"": 165613404.0}",{},,
SIG_20150126_173000_46,2015-01-26 17:30:00,AAPL,BUY,ENTRY,MARKET,3271,28.275,,,"EMA Crossover: EMA(12)=27.65 > EMA(26)=27.64, RSI=56.72","{""ema_12"": 27.647647433676646, ""ema_26"": 27.64408941121003, ""rsi_14"": 56.724328613498024}","{""open"": 28.435, ""high"": 28.59065, ""low"": 28.2, ""close"": 28.275, ""volume"": 222459916.0}",{},,
SIG_20150127_173000_47,2015-01-27 17:30:00,AAPL,SELL,EXIT,MARKET,3271,27.285,,,"EMA(12) crosses below EMA(26), Stop Loss: -2.0%","{""ema_12"": 27.591855520803314, ""ema_26"": 27.61749019556484, ""rsi_14"": 46.821054340149345}","{""open"": 28.105, ""high"": 28.12, ""low"": 27.2575, ""close"": 27.285, ""volume"": 382274996.0}",{},,
SIG_20150128_173000_48,2015-01-28 17:30:00,AAPL,BUY,ENTRY,MARKET,3102,28.8275,,,"EMA Crossover: EMA(12)=27.78 > EMA(26)=27.71, RSI=58.87","{""ema_12"": 27.781954671448958, ""ema_26"": 27.707120551448927, ""rsi_14"": 58.86986627704367}","{""open"": 29.40625, ""high"": 29.53, ""low"": 28.8275, ""close"": 28.8275, ""volume"": 585908252.0}",{},,
SIG_20150210_173000_49,2015-02-10 17:30:00,AAPL,SELL,EXIT,MARKET,3102,30.505,,,Take Profit: +5.0%,"{""ema_12"": 29.4489495418083, ""ema_26"": 28.787041589531377, ""rsi_14"": 66.48031179721264}","{""open"": 30.0425, ""high"": 30.5375, ""low"": 30.04, ""close"": 30.505, ""volume"": 248034024.0}",{},,
SIG_20150514_163000_50,2015-05-14 16:30:00,AAPL,BUY,ENTRY,MARKET,2927,32.2375,,,"EMA Crossover: EMA(12)=31.78 > EMA(26)=31.76, RSI=54.93","{""ema_12"": 31.77544806443357, ""ema_26"": 31.764017468902562, ""rsi_14"": 54.92549615362532}","{""open"": 31.8525, ""high"": 32.2375, ""low"": 31.79, ""close"": 32.2375, ""volume"": 180813824.0}",{},,
SIG_20150612_163000_51,2015-06-12 16:30:00,AAPL,SELL,EXIT,MARKET,2927,31.7925,,,EMA(12) crosses below EMA(26),"{""ema_12"": 32.1936702986024, ""ema_26"": 32.21062268130503, ""rsi_14"": 43.825669045137566}","{""open"": 32.04625, ""high"": 32.0825, ""low"": 31.7775, ""close"": 31.7925, ""volume"": 147544984.0}",{},,
SIG_20150720_163000_52,2015-07-20 16:30:00,AAPL,BUY,ENTRY,MARKET,2821,33.0175,,,"EMA Crossover: EMA(12)=31.81 > EMA(26)=31.74, RSI=64.51","{""ema_12"": 31.809911303039375, ""ema_26"": 31.738460453938934, ""rsi_14"": 64.51275320185866}","{""open"": 32.7425, ""high"": 33.2425, ""low"": 32.675, ""close"": 33.0175, ""volume"": 235600812.0}",{},,
SIG_20150722_163000_53,2015-07-22 16:30:00,AAPL,SELL,EXIT,MARKET,2821,31.305,,,Stop Loss: -2.0%,"{""ema_12"": 31.84647495661399, ""ema_26"": 31.771444147752856, ""rsi_14"": 45.637685841039506}","{""open"": 30.4975, ""high"": 31.375, ""low"": 30.4975, ""close"": 31.305, ""volume"": 461802428.0}",{},,
SIG_20150925_163000_54,2015-09-25 16:30:00,AAPL,BUY,ENTRY,MARKET,3087,28.6775,,,"EMA Crossover: EMA(12)=28.52 > EMA(26)=28.51, RSI=51.43","{""ema_12"": 28.523001862198683, ""ema_26"": 28.512106543270917, ""rsi_14"": 51.42829840049361}","{""open"": 29.11, ""high"": 29.1725, ""low"": 28.505, ""close"": 28.6775, ""volume"": 224607704.0}",{},,
SIG_20150928_163000_55,2015-09-28 16:30:00,AAPL,SELL,EXIT,MARKET,3087,28.11,,,EMA(12) crosses below EMA(26),"{""ema_12"": 28.459463114168116, ""ema_26"": 28.482320873398997, ""rsi_14"": 46.46926340782061}","{""open"": 28.4625, ""high"": 28.6425, ""low"": 28.11, ""close"": 28.11, ""volume"": 208436044.0}",{},,
SIG_20151022_163000_56,2015-10-22 16:30:00,AAPL,BUY,ENTRY,MARKET,3009,28.875,,,"EMA Crossover: EMA(12)=28.15 > EMA(26)=28.11, RSI=59.20","{""ema_12"": 28.145791661342866, ""ema_26"": 28.106185569958114, ""rsi_14"": 59.201621254700456}","{""open"": 28.5825, ""high"": 28.875, ""low"": 28.525, ""close"": 28.875, ""volume"": 166616356.0}",{},,
SIG_20151103_173000_57,2015-11-03 17:30:00,AAPL,SELL,EXIT,MARKET,3009,30.6425,,,Take Profit: +5.0%,"{""ema_12"": 29.465644492975507, ""ema_26"": 28.900862328414146, ""rsi_14"": 66.28627298509683}","{""open"": 30.1975, ""high"": 30.8725, ""low"": 30.175, ""close"": 30.6425, ""volume"": 182075904.0}",{},,
SIG_20160303_173000_58,2016-03-03 17:30:00,AAPL,BUY,ENTRY,MARKET,3623,25.375,,,"EMA Crossover: EMA(12)=24.53 > EMA(26)=24.46, RSI=60.70","{""ema_12"": 24.529003189045834, ""ema_26"": 24.459333792804962, ""rsi_14"": 60.70249452888409}","{""open"": 25.145, ""high"": 25.427475, ""low"": 25.1125, ""close"": 25.375, ""volume"": 147822968.0}",{},,
SIG_20160322_163000_59,2016-03-22 16:30:00,AAPL,SELL,EXIT,MARKET,3623,26.68,,,Take Profit: +5.0%,"{""ema_12"": 26.00786517201604, ""ema_26"": 25.466950308493256, ""rsi_14"": 70.66176961207766}","{""open"": 26.3125, ""high"": 26.8225, ""low"": 26.3025, ""close"": 26.68, ""volume"": 129777500.0}",{},,
SIG_20160607_163000_60,2016-06-07 16:30:00,AAPL,BUY,ENTRY,MARKET,3895,24.7575,,,"EMA Crossover: EMA(12)=24.51 > EMA(26)=24.49, RSI=54.21","{""ema_12"": 24.509914721516964, ""ema_26"": 24.491175302812888, ""rsi_14"": 54.207121524209725}","{""open"": 24.8125, ""high"": 24.9675, ""low"": 24.74, ""close"": 24.7575, ""volume"": 89637800.0}",{},,
SIG_20160615_163000_61,2016-06-15 16:30:00,AAPL,SELL,EXIT,MARKET,3895,24.285,,,EMA(12) crosses below EMA(26),"{""ema_12"": 24.502366893731512, ""ema_26"": 24.505283103143526, ""rsi_14"": 45.67473386462288}","{""open"": 24.455, ""high"": 24.6025, ""low"": 24.2575, ""close"": 24.285, ""volume"": 117780908.0}",{},,
SIG_20160714_163000_62,2016-07-14 16:30:00,AAPL,BUY,ENTRY,MARKET,3833,24.6975,,,"EMA Crossover: EMA(12)=24.14 > EMA(26)=24.12, RSI=60.27","{""ema_12"": 24.144184135122593, ""ema_26"": 24.11610652891003, ""rsi_14"": 60.27110485255559}","{""open"": 24.3475, ""high"": 24.7475, ""low"": 24.33, ""close"": 24.6975, ""volume"": 155675988.0}",{},,
SIG_20160726_163000_63,2016-07-26 16:30:00,AAPL,SELL,EXIT,MARKET,3833,24.1675,,,Stop Loss: -2.0%,"{""ema_12"": 24.490350985509632, ""ema_26"": 24.36817938835444, ""rsi_14"": 45.92948906061547}","{""open"": 24.205, ""high"": 24.4925, ""low"": 24.105, ""close"": 24.1675, ""volume"": 224959288.0}",{},,
SIG_20161212_173000_64,2016-12-12 17:30:00,AAPL,BUY,ENTRY,MARKET,3274,28.325,,,"EMA Crossover: EMA(12)=27.87 > EMA(26)=27.83, RSI=58.08","{""ema_12"": 27.871518684714072, ""ema_26"": 27.83165025680712, ""rsi_14"": 58.0838862821523}","{""open"": 28.3225, ""high"": 28.75, ""low"": 28.1225, ""close"": 28.325, ""volume"": 105497508.0}",{},,
SIG_20170109_173000_65,2017-01-09 17:30:00,AAPL,SELL,EXIT,MARKET,3274,29.7475,,,Take Profit: +5.0%,"{""ema_12"": 29.186818402744926, ""ema_26"": 28.852226913857162, ""rsi_14"": 70.38322641604401}","{""open"": 29.4875, ""high"": 29.8575, ""low"": 29.485, ""close"": 29.7475, ""volume"": 134247792.0}",{},,
SIG_20170718_163000_66,2017-07-18 16:30:00,AAPL,BUY,ENTRY,MARKET,2590,37.52,,,"EMA Crossover: EMA(12)=36.76 > EMA(26)=36.73, RSI=60.75","{""ema_12"": 36.76404277816146, ""ema_26"": 36.72851236251879, ""rsi_14"": 60.75211453413066}","{""open"": 37.3, ""high"": 37.5325, ""low"": 37.1675, ""close"": 37.52, ""volume"": 71475168.0}",{},,
SIG_20170807_163000_67,2017-08-07 16:30:00,AAPL,SELL,EXIT,MARKET,2590,39.7025,,,Take Profit: +5.0%,"{""ema_12"": 38.35641934359193, ""ema_26"": 37.77785782240516, ""rsi_14"": 69.09932379908706}","{""open"": 39.265, ""high"": 39.73, ""low"": 39.167525, ""close"": 39.7025, ""volume"": 87481284.0}",{},,
SIG_20171017_163000_68,2017-10-17 16:30:00,AAPL,BUY,ENTRY,MARKET,2556,40.1175,,,"EMA Crossover: EMA(12)=39.24 > EMA(26)=39.16, RSI=63.19","{""ema_12"": 39.24057363076439, ""ema_26"": 39.15872139518124, ""rsi_14"": 63.19343268396115}","{""open"": 39.945, ""high"": 40.2175, ""low"": 39.8075, ""close"": 40.1175, ""volume"": 75989100.0}",{},,
